name,train_station
Cindyfurt,0
Donaldburgh,1
Christinamouth,0
East Shawn,0
Hudsonbury,0
Curryshire,0
Robintown,1
Port Crystalburgh,0
Lake Steventon,1
Schultzburgh,1
Lake Melissachester,1
East Anahaven,0
West Andrewchester,0
South Jennifertown,1
East Feliciabury,0
Adamsview,1
Sanderstown,0
Port Rachel,0
New Mitchell,0
West Carolland,1
Lake Charleschester,0
Sandraview,1
Lake Christopherland,1
North Bradleyfurt,0
East Chadberg,0
Mccarthyhaven,1
Cameronside,1
Christopherstad,1
Fritzside,0
Patrickberg,1
Amberport,1
North Stephenstad,0
Lake Allisonmouth,1
Weberfort,0
North Ericberg,0
Lake Annview,0
East Robinborough,1
South Wendy,0
West Kirsten,1
North Brittanymouth,1
New Garyshire,1
Port Jamesmouth,1
Onealton,1
Carlaland,1
Port Stevenburgh,1
Baileymouth,1
Kimborough,1
South Joycefurt,1
North Teresastad,1
Port Jacob,0
North Richardmouth,0
Walterview,1
West Jameston,0
Hoganstad,0
North Eugenemouth,0
Lindaton,0
South Tara,0
Samanthaborough,0
East Isaiahchester,0
West Kathleenside,0
Gregoryside,1
East Taylor,0
Lake Paige,1
Wuport,0
Lake Scottburgh,0
West Dianemouth,0
New Nicole,1
West Danielmouth,0
West Cameron,0
Jonathantown,0
New Omar,0
Ellisonview,0
North Kimberlyfurt,1
East Stacy,1
Powersbury,0
Butlermouth,0
Tammybury,1
West Ginafort,0
Michaelamouth,1
Vargasshire,0
New Meghanport,0
South Justinmouth,0
Dawnborough,1
Derekview,0
Maryshire,0
West Alexis,1
North Marcus,1
North Rebeccaburgh,0
South Jakeberg,0
Pamelafurt,0
Mackenzieburgh,0
South Jacobchester,0
Mckenziefurt,0
Samanthaberg,1
Shawnton,1
East Natasha,0
Deckerland,0
Priceview,0
Deborahbury,0
Tinaberg,0
New Williamburgh,1
Torresside,1
Masonmouth,1
South Alanshire,1
East Andrewmouth,1
Jacobschester,1
Owenland,0
Dianeview,1
Port Tylerland,0
Claystad,1
Chelseaport,0
East Laurenhaven,0
New Jimmyburgh,0
North Christopherfort,1
South Ryanton,0
Steventown,0
Patelmouth,1
West Haley,1
East Erik,1
Ramosbury,1
Soniafurt,1
South Feliciaville,0
Curtisfort,0
Wrightberg,0
North Tracyhaven,1
Lake Jenniferberg,1
Yolandaview,0
Duncanview,1
Deannaburgh,1
New Josephchester,1
Lisaville,0
South Matthewport,0
Port Sueport,0
East Stephentown,1
Lake Andrea,1
Owensmouth,0
Brucehaven,1
Weissville,0
Port Kellie,0
East Karenhaven,0
Nunezshire,1
Harveyfort,1
East Sophia,1
West Wesley,1
West Keithberg,1
Chanborough,1
Lake Melissaview,1
Wyattstad,0
Ernestshire,1
Bellport,0
Hortonland,0
West Candicetown,1
Toddfort,0
West Angel,1
Smithfurt,1
North Cynthiahaven,0
Lake Brittanyfort,0
Lake Frankmouth,0
Port Jameshaven,0
West Timothybury,1
Phillipsmouth,0
Lake Juliastad,1
South Brandibury,1
Marquezville,1
East Dustinstad,0
Contreraston,1
Orozcohaven,1
Robertsview,1
Travisberg,1
Coxport,1
Jillton,0
South Nicolasstad,0
New Cindybury,1
South Jaimeburgh,0
Juanside,0
Meyerfort,1
Lake Julie,0
South Jordanville,0
West Aprilshire,0
Shirleyhaven,1
New Danielleburgh,1
Aguilarside,0
Deleonside,1
Chadtown,1
South Tonyaton,0
Terrychester,0
South Mitchelltown,1
Deannachester,1
Port Jeffreystad,1
West Caitlinstad,0
South Randyton,1
East Stephenborough,1
Randallborough,1
New Christopherbury,1
North Charlene,1
New Tanyaburgh,1
North Nicoleborough,1
Jenkinsstad,1
West Dawnshire,0
Floresberg,0
Williamfurt,0
Kurtview,0
Kristaland,0
Port Scott,1
Port Anthonymouth,0
Howardbury,1
North Amandaborough,0
North Iantown,0
Lake Kaitlin,1
Ericborough,0
South Cynthiachester,1
Petersonberg,1
East Larryside,1
Port Haley,1
Turnerfort,0
Lake Krystal,1
Autumnport,0
Lake Lisamouth,1
Stantonland,1
Hintonport,1
Allenstad,0
North Alexandrachester,0
Ballside,0
West Charlesland,0
South Sonyaview,0
North Amandachester,1
North Jenniferstad,0
Mcgeeshire,0
Catherinemouth,0
Thorntonmouth,1
North Jasonfort,0
West Nicoleborough,1
Lefurt,0
Rachelport,1
New Derrickborough,0
Dudleybury,0
Wolfeport,0
Nicolefort,1
West Marymouth,1
Gutierrezstad,1
Kingbury,1
South Steventown,0
Hicksside,1
Lake Karahaven,1
Port Jamesbury,1
Garyburgh,1
Laurenhaven,0
Heathbury,0
New Alexandraburgh,1
Karihaven,1
Robinsonport,1
New Tarachester,1
West Jesseton,1
Flemingmouth,0
Aliciaside,0
Lake Tonya,0
South Jeremyside,0
Andersonborough,1
Washingtonburgh,0
Snyderburgh,1
Gibsonborough,0
Lyonschester,1
South Taylor,1
New Lesliehaven,0
New Jerryborough,0
Port Justinville,1
Port Samuelville,1
South Spencerberg,0
Mooreshire,0
Douglasfurt,1
West Brettbury,1
Port Derek,1
Lake Dianechester,1
Lake Anita,0
Lake Colleenmouth,1
Thorntonville,0
West Shelbymouth,0
Richardsonchester,1
Port Pamela,0
North Tylerton,0
Port Michelebury,1
New Gregoryburgh,1
Rubenburgh,0
South Judith,0
Raymondmouth,0
West Nancyton,0
Port Marcton,1
Jefferyside,1
North Lindseyview,0
East Williamside,1
Andrewsport,0
Hayesstad,0
West Brandonton,0
Montesview,0
Jeffhaven,0
Whiteheadport,0
Lake Margaretview,1
Lloydhaven,1
New Tammyview,0
Dontown,0
Vegaside,0
Fuentesburgh,0
Valdezton,0
East Jamesland,1
Webbfurt,1
East Rebeccaburgh,0
Port Janetown,0
Rubenborough,0
Kendrabury,1
New Regina,1
Thompsonhaven,1
Cooktown,0
North Diana,0
Macktown,1
North Jesusfort,1
Mcmahonbury,1
Denisehaven,0
Potterside,0
East Joannestad,1
South Matthewview,0
West Erika,1
Bridgetton,0
Chenbury,1
South Joshuaborough,1
Marilynview,0
Petershaven,0
New Alexshire,1
South Alexandraside,0
Novakberg,0
Richardsfurt,0
Davidchester,1
New Alyssachester,1
North Ralph,1
New Michaelmouth,0
Fieldsport,1
Fergusonburgh,1
Suzanneville,0
Port Christinahaven,1
East Sandy,1
Kingstad,0
West Sydney,1
Tinaland,1
Teresaview,0
Lake Michelleland,1
Warestad,1
Kimberlystad,1
Jeremychester,1
Kingborough,0
Lake Lindaberg,1
Jenningsstad,0
Angelaville,0
Penningtonbury,1
Kenttown,1
Port Levi,1
New Angelachester,0
West Antonioland,0
Stacyshire,1
Morganburgh,1
Hillton,0
West Cody,1
Clarencefurt,0
Warrentown,0
Lake Cameronbury,1
East Thomaston,1
Rogersburgh,0
South Gregorystad,1
Lake Dustinstad,1
Lucasshire,0
Cohenview,0
Coreyhaven,0
West Jill,0
Moonhaven,0
Port Helen,1
West Christopherborough,0
Lake Danaport,0
Lake Brett,0
South Veronicaton,1
South Elizabethview,1
North Anthony,1
North Bonnieberg,1
Nathanielbury,0
East Michaelmouth,1
Brownbury,1
West Jeremyburgh,1
Elliottberg,1
Stewartmouth,1
New Lorimouth,1
Ramirezhaven,1
North Jared,1
Lake Breanna,0
Blakemouth,0
West Allen,0
East Johnberg,1
Lake Christon,0
Blakefurt,0
Ariasstad,0
South Allisonmouth,1
New Frederickhaven,0
Mckinneyview,0
New Taylorton,0
North Luis,1
Lake Janiceshire,1
Baldwintown,1
Stacieburgh,1
New Kristie,1
Andersonshire,1
New Douglasmouth,0
Brendachester,0
South Douglaston,1
West Jilltown,1
East Brendaberg,0
Lake Arielview,0
Beasleytown,1
Blevinsport,1
Mayerchester,0
Camposberg,1
Alvaradofurt,1
Silvaside,0
Chandlerton,1
Lake Petermouth,0
Douglastown,0
Gardnerhaven,0
Port Charlesmouth,1
Jacobside,0
West Amanda,1
North Danieltown,1
Burgessport,0
South Loriland,1
Farmerfurt,0
Linstad,0
East Laurafurt,1
North Victoriaport,0
North Kimland,1
South Charlesmouth,0
South Gerald,1
South Deborahland,1
Jennyhaven,1
Lake Debraland,1
Alexisberg,0
North Kellyland,1
Ramosburgh,1
Natalieport,0
New Stephenchester,1
New Kayla,0
East Dylanmouth,1
East Charleston,1
Kylefort,0
New Danahaven,0
New Mistyview,0
Port Amyhaven,0
West Wesleyville,1
Makaylaview,1
South Brandonborough,0
Vancestad,1
Port Kaitlinmouth,1
Huynhfurt,1
West Cristianshire,0
North Rhonda,1
Stewartbury,1
Port Ernestbury,1
North Marie,1
Marthaport,1
Morantown,0
Graceside,0
Wiseport,1
West Jodimouth,1
Hoffmanview,1
Dixonmouth,0
North Mercedes,0
Herringchester,0
Greggfort,0
Howardborough,1
Lake Dylan,0
Lake Kathy,1
Chrisbury,0
Port Angelaside,1
Carterbury,0
Lake Rhondamouth,0
South Patriciafurt,1
South Wesley,0
South Bonnie,0
North Amandatown,0
Dawsonport,0
West Judith,1
Phelpsbury,0
Mcmillanbury,1
Morrisside,0
Jenningsbury,1
New Maryfurt,0
Jonathanfort,1
South Mckenzieville,0
West Jessicaport,1
South Alejandraville,0
West Ricardoton,0
New Emilyshire,0
Torrestown,0
New Brianfort,0
Contrerasberg,1
South Logan,1
Guzmanberg,1
Ericaborough,0
North Larry,1
Staffordchester,0
Burgessberg,1
New Kimberlyville,1
Romeromouth,0
Hayeshaven,0
Martinezshire,0
Jeffreyhaven,0
Marcusburgh,0
West Williamfort,0
Wilkinsville,0
Port Laurenburgh,1
Port Kevinmouth,1
Lake Richardport,0
Villarrealhaven,1
South Stacyshire,1
New Heatherfurt,0
Juliaview,0
West Tina,1
Lake Noahhaven,0
Hickston,1
North Haleyfurt,1
Joshuafurt,1
East Danielburgh,1
East Christinehaven,0
New Isabellamouth,0
North Connieport,0
West Wesleyside,1
Mistymouth,0
West Hannahfort,0
South Chelseachester,0
Tonyachester,0
Moorefurt,1
Calvinfort,0
West Ivan,0
Arnoldland,0
North Jillberg,1
Roweport,1
Miguelport,1
Port Brandon,1
Jackiestad,0
Moodybury,1
South Craigside,1
New Alexander,1
Port Alejandra,0
East Jared,1
North Juliestad,0
Mcdanieltown,1
Mariefort,0
Port Mariaborough,1
Lake Cherylhaven,0
Berrytown,0
Levifort,1
Hornfurt,1
Lindsayfurt,0
Acostaborough,0
Haynesberg,1
Alfredland,0
Clarkburgh,1
North Anthonyport,1
Lake Howard,0
Beanville,0
West Melissabury,1
Moranburgh,0
South Kayla,1
Blakeburgh,0
Carlosland,1
Port Robertaside,0
Wadeside,1
South Heathermouth,0
South Stephanieville,0
Port Logan,1
Rangelfurt,0
Port Eduardoport,0
Smithshire,0
Hinesshire,0
Kimfort,0
Simonburgh,1
Nelsonhaven,0
West Lindsay,0
Brennanberg,1
Port Sarahhaven,1
Larsenland,0
South Holly,1
Markshire,0
Dylanfort,0
Lake Christinaborough,0
North Wesleyfurt,0
Lake Christinaberg,0
West Leon,0
Blakeport,0
Port Ericport,1
Montgomeryhaven,1
East Samanthaburgh,0
North Christopherberg,1
New Brandonberg,1
Lake Audreymouth,0
Tamaraberg,1
West Brenda,1
New Kevinbury,0
New Michellestad,1
Myerstown,1
West Stephenland,0
Chenstad,1
Brookeland,0
Carlberg,0
Petersonview,0
Mitchellberg,0
Marilynbury,0
Mercadotown,0
Cobbfort,1
North Paulview,1
North Traceyville,0
Bennettberg,1
Lake Beverly,1
Port Laurenhaven,0
Muellerfort,0
Gonzalezchester,1
Campbellbury,1
Moodyport,0
Frankmouth,1
Meganfurt,1
North Lorrainestad,0
West Brandiport,1
Dominiqueshire,1
Lake Taylorton,1
Cheyennehaven,0
Kylieton,1
East Dustin,0
Gayton,1
New Jasonfurt,0
South Kelly,0
Daltonton,1
North Stevenville,0
Danielshaven,0
Port Johnnyside,0
West Devon,1
North Robinfort,0
Hayestown,0
Port Andreashire,0
Carrollfurt,0
Jorgeborough,1
West Bryan,0
Port Tracichester,1
Rayview,0
Washingtonmouth,0
East Melody,1
New Davidville,1
South Tonyberg,1
Holdentown,1
West Carlosstad,0
Parksmouth,1
New Michaelport,1
Lopezbury,1
West Carla,0
Wrightton,0
South Nancyburgh,1
North Gloriaport,1
Mcdonaldview,1
Rosarioberg,0
Brewerton,0
East Aliciastad,1
Port Madisonstad,1
Heidiberg,0
Evansstad,1
Kevinview,0
South Danielmouth,0
Perryland,0
Roytown,1
Lake Jessicaburgh,0
Brucebury,1
Port Adamland,1
Stewartside,1
Stephaniestad,1
Karlafort,1
Sextonhaven,1
West Ashleyland,1
Palmerbury,1
Lake Darleneburgh,1
Parkside,0
Meyerville,0
West Micheleside,1
West Miguelberg,1
West Josephburgh,1
Alexandriafurt,0
North Alextown,0
Cobbview,1
Connieside,1
South Brandihaven,1
Doughertyland,0
South Stephaniehaven,1
Lake Justin,0
Holtville,0
North Lisafurt,1
East Danton,1
Saraport,1
Tonyaville,1
Lake Alexis,0
Lake Jennafurt,0
Joelport,0
North Johnborough,1
North Martha,1
Katherineport,0
Jonathanburgh,1
Port Adrian,1
Lake Suzanneberg,1
North Alexandermouth,0
Shaneton,0
South Jamesville,1
Oliviamouth,1
Robinsonstad,1
Lake Martinbury,0
Milesland,0
Port Elizabethside,1
Lambertberg,1
Christianview,0
Christown,1
Wolfetown,1
Dianaville,0
North Lindsayshire,1
Bensonstad,0
New Josephton,1
South Amy,1
Meyersfurt,1
Carlosshire,1
North Andreamouth,0
Chasestad,1
Lake Anna,1
Madisonchester,0
New Josefort,1
New Dianefurt,1
West Danachester,1
Spencerburgh,0
Louischester,0
East Clayton,0
Lake Albertbury,1
East Racheltown,0
West Holly,0
Tabithaland,1
Port Thomasville,1
Port Alisonmouth,0
Walkerburgh,0
Rayville,1
Daughertyside,0
Gentryshire,1
Lake Maryport,1
Anaborough,1
Rodriguezstad,1
Mezahaven,1
Port Mike,1
Clintonville,0
West Kevinport,0
Carlton,0
West Clintonport,0
Patelland,1
South Bridgettown,1
New Lindaton,0
East Jose,1
North Jacobport,0
Ramirezton,1
Averychester,0
East Marthashire,0
Lake Stephanietown,1
New Stefaniemouth,1
West Jenniferville,0
Davistown,1
West Blakemouth,1
Lake Eddie,0
Lake Chasehaven,1
